1.31	3.58	1.17
1.33	2.08	0.97
1.35	3.21	1.04
1.37	3.21	0.78
1.39	5.09	1.17
1.41	3.96	1.04
1.43	4.34	1.04
1.45	5.85	0.91
1.47	3.96	0.84
1.49	4.91	1.04
1.51	5.66	0.71
1.53	6.79	0.84
1.55	6.79	0.91
1.57	7.36	1.23
1.59	8.87	1.17
1.61	7.92	1.17
1.63	10.00	1.10
1.65	10.19	1.75
1.67	8.11	2.08
1.69	5.09	2.40
1.71	-0.38	3.12
1.73	-4.91	2.79
1.75	-7.36	1.88
1.77	-10.38	2.08
1.79	-10.75	1.56
1.81	-8.49	1.49
1.83	-10.00	0.58
1.85	-9.43	1.04
1.87	-9.62	0.97
1.89	-8.30	0.91
